Test Case ID,Product,Folder,Capability,Domain,Flow,Test Type,Scenario,Preconditions,Steps,Expected Result,Priority,Sample Data
AWS-RDS-00001,AWS,rds,rds,Security,Deploy -> Scale -> Observe -> Rollback,Security,Route AWS rds,AWS access and test data available,"1. Open rds.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-RDS-00002,AWS,rds,rds,Data,Create -> Protect -> Audit -> Report,Regression,Approve AWS rds,AWS access and test data available,"1. Open rds.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-RDS-00003,AWS,rds,rds,Security,Create -> Protect -> Audit -> Report,UI,Search AWS rds,AWS access and test data available,"1. Open rds.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-RDS-00004,AWS,rds,rds,Data,Create -> Protect -> Audit -> Report,Functional,Route AWS rds,AWS access and test data available,"1. Open rds.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-RDS-00005,AWS,rds,rds,Data,Provision -> Validate -> Monitor -> Remediate,UI,Clone AWS rds,AWS access and test data available,"1. Open rds.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-RDS-00006,AWS,rds,rds,DevOps,Deploy -> Scale -> Observe -> Rollback,Security,Restore AWS rds,AWS access and test data available,"1. Open rds.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-RDS-00007,AWS,rds,rds,DevOps,Provision -> Validate -> Monitor -> Remediate,Security,Edit AWS rds,AWS access and test data available,"1. Open rds.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-RDS-00008,AWS,rds,rds,Security,Deploy -> Scale -> Observe -> Rollback,Security,Validate AWS rds,AWS access and test data available,"1. Open rds.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-RDS-00009,AWS,rds,rds,DevOps,Provision -> Validate -> Monitor -> Remediate,Integration,Submit AWS rds,AWS access and test data available,"1. Open rds.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-RDS-00010,AWS,rds,rds,Platform,Create -> Protect -> Audit -> Report,Performance,Create AWS rds,AWS access and test data available,"1. Open rds.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,High,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-RDS-00011,AWS,rds,rds,DevOps,Create -> Protect -> Audit -> Report,Regression,Restore AWS rds,AWS access and test data available,"1. Open rds.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-RDS-00012,AWS,rds,rds,Platform,Deploy -> Scale -> Observe -> Rollback,Security,Create AWS rds,AWS access and test data available,"1. Open rds.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-RDS-00013,AWS,rds,rds,Data,Provision -> Validate -> Monitor -> Remediate,Integration,Approve AWS rds,AWS access and test data available,"1. Open rds.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-RDS-00014,AWS,rds,rds,DevOps,Provision -> Validate -> Monitor -> Remediate,UI,Clone AWS rds,AWS access and test data available,"1. Open rds.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-RDS-00015,AWS,rds,rds,DevOps,Deploy -> Scale -> Observe -> Rollback,Performance,Update AWS rds,AWS access and test data available,"1. Open rds.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Low,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
AWS-RDS-00016,AWS,rds,rds,Data,Provision -> Validate -> Monitor -> Remediate,Performance,Edit AWS rds,AWS access and test data available,"1. Open rds.
2. Execute flow.
3. Verify outcome.",Flow completes successfully,Medium,"{""service"": ""EC2"", ""region"": ""us-east-1"", ""iam_role"": ""Tester""}"
